kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
4454934,K02245.01,Kepler-1155 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,33.469857100,2.2080000e-04,-2.2080000e-04,140.1497700,4.580000e-03,-4.580000e-03,0.876,0.041,-0.610,4.74900,0.12000,-0.12000,370.7,1.790e+01,-1.790e+01,2.45,0.70,-4.100e-01,609.0,,,32.52,27.41,-12.57,23.20,1,q1_q17_dr25_tce,5912.00,160.00,-178.00,4.342,0.136,-0.187,1.0940,0.3140,-0.1830,288.820590,39.522820,14.740
9458343,K02246.01,Kepler-1156 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,11.895204360,5.3910000e-05,-5.3910000e-05,132.8908000,3.650000e-03,-3.650000e-03,0.067,0.384,-0.067,3.43300,0.10800,-0.10800,184.3,9.700e+00,-9.700e+00,1.33,0.20,-1.300e-01,787.0,,,90.77,38.22,-22.57,22.30,1,q1_q17_dr25_tce,5649.00,112.00,-112.00,4.411,0.095,-0.105,0.9920,0.1450,-0.0970,288.924010,46.057629,14.152
7802719,K02247.01,Kepler-1157 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,4.457432670,1.7100000e-05,-1.7100000e-05,132.1600600,3.450000e-03,-3.450000e-03,0.175,0.287,-0.175,2.32260,0.09280,-0.09280,175.7,9.700e+00,-9.700e+00,0.79,0.06,-7.000e-02,732.0,,,67.70,21.95,-17.49,20.80,1,q1_q17_dr25_tce,4487.00,134.00,-134.00,4.644,0.052,-0.028,0.6120,0.0520,-0.0520,283.121030,43.525639,14.374
11030475,K02248.01,Kepler-1813 b,CONFIRMED,CANDIDATE,0.8950,0,0,0,0,2.818147150,1.0900000e-05,-1.0900000e-05,132.2533600,3.210000e-03,-3.210000e-03,0.305,0.165,-0.305,1.76300,0.09740,-0.09740,278.6,1.900e+01,-1.900e+01,1.30,0.09,-7.000e-02,1059.0,,,298.20,69.43,-52.32,16.50,1,q1_q17_dr25_tce,5167.00,103.00,-103.00,4.555,0.036,-0.050,0.7870,0.0530,-0.0430,292.239930,48.511570,15.498
11030475,K02248.03,,CANDIDATE,CANDIDATE,0.9900,0,0,0,0,0.761962470,2.2160000e-06,-2.2160000e-06,132.7837100,2.440000e-03,-2.440000e-03,0.322,0.141,-0.321,1.28200,0.08340,-0.08340,190.2,1.250e+01,-1.250e+01,1.08,0.07,-6.000e-02,1638.0,,,1710.11,398.14,-300.04,18.30,2,q1_q17_dr25_tce,5167.00,103.00,-103.00,4.555,0.036,-0.050,0.7870,0.0530,-0.0430,292.239930,48.511570,15.498
11030475,K02248.04,,CANDIDATE,CANDIDATE,0.9920,0,0,0,0,2.646227420,2.0600000e-05,-2.0600000e-05,132.6634300,7.220000e-03,-7.220000e-03,0.478,0.110,-0.393,1.40700,0.25200,-0.25200,155.5,2.610e+01,-2.610e+01,0.99,0.07,-5.000e-02,1082.0,,,324.38,75.53,-56.91,8.40,3,q1_q17_dr25_tce,5167.00,103.00,-103.00,4.555,0.036,-0.050,0.7870,0.0530,-0.0430,292.239930,48.511570,15.498
5942808,K02250.01,Kepler-1814 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,2.935362067,5.0610000e-06,-5.0610000e-06,136.1841500,1.540000e-03,-1.540000e-03,0.860,0.036,-0.620,1.50430,0.03880,-0.03880,1052.6,3.220e+01,-3.220e+01,3.15,0.24,-3.200e-01,1022.0,,,258.48,83.62,-77.74,38.00,1,q1_q17_dr25_tce,4922.00,169.00,-169.00,4.505,0.084,-0.056,0.8230,0.0620,-0.0850,285.216670,41.282429,15.622
5942808,K02250.02,Kepler-1814 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,0.626281766,1.0410000e-06,-1.0410000e-06,131.9059400,1.510000e-03,-1.510000e-03,0.553,0.039,-0.467,1.18120,0.04040,-0.04040,433.1,1.650e+01,-1.650e+01,1.76,0.13,-1.800e-01,1711.0,,,2011.27,650.70,-604.94,31.00,2,q1_q17_dr25_tce,4922.00,169.00,-169.00,4.505,0.084,-0.056,0.8230,0.0620,-0.0850,285.216670,41.282429,15.622
6206214,K02252.01,Kepler-1158 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,13.539535950,8.8100000e-05,-8.8100000e-05,143.1562900,4.940000e-03,-4.940000e-03,0.219,0.238,-0.218,4.38900,0.17600,-0.17600,134.2,7.200e+00,-7.200e+00,2.32,0.37,-5.700e-01,1079.0,,,320.19,147.52,-150.87,21.80,1,q1_q17_dr25_tce,6109.00,122.00,-122.00,3.985,0.188,-0.101,1.9970,0.3230,-0.4850,292.233950,41.575211,13.628
8959839,K02253.01,Kepler-1159 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,22.708237500,1.0190000e-04,-1.0190000e-04,133.7211400,3.810000e-03,-3.810000e-03,0.032,0.397,-0.032,3.50300,0.11900,-0.11900,298.8,1.580e+01,-1.580e+01,1.72,0.54,-2.000e-01,677.0,,,49.67,46.55,-15.32,22.00,1,q1_q17_dr25_tce,6170.00,174.00,-196.00,4.472,0.054,-0.216,0.9920,0.3140,-0.1120,294.266330,45.204311,14.574
7672097,K02255.01,Kepler-1160 b,CONFIRMED,CANDIDATE,0.9960,0,0,0,0,7.970339850,3.5020000e-05,-3.5020000e-05,136.5577500,3.820000e-03,-3.820000e-03,0.107,0.347,-0.106,2.66750,0.09880,-0.09880,490.8,2.380e+01,-2.380e+01,1.81,0.44,-1.500e-01,839.0,,,116.77,83.90,-29.33,23.50,1,q1_q17_dr25_tce,5774.00,155.00,-172.00,4.567,0.042,-0.158,0.8180,0.1990,-0.0660,287.879390,43.364071,15.833
9112931,K02256.01,Kepler-1161 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,10.712534750,3.8040000e-05,-3.8040000e-05,137.1649900,2.910000e-03,-2.910000e-03,0.720,0.189,-0.504,2.71860,0.07800,-0.07800,1198.6,4.300e+01,-4.300e+01,2.02,0.11,-1.000e-01,485.0,,,13.09,2.62,-2.35,31.20,1,q1_q17_dr25_tce,4175.00,83.00,-91.00,4.715,0.025,-0.032,0.5440,0.0290,-0.0290,299.077090,45.440639,15.813
9071593,K02257.01,Kepler-1162 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,32.563524900,2.3690000e-04,-2.3690000e-04,163.4603800,5.640000e-03,-5.640000e-03,0.371,0.094,-0.371,5.41800,0.16900,-0.16900,578.3,2.650e+01,-2.650e+01,2.05,0.15,-1.200e-01,490.0,,,13.63,3.10,-2.23,24.10,1,q1_q17_dr25_tce,5225.00,83.00,-73.00,4.505,0.054,-0.054,0.8590,0.0630,-0.0510,283.292140,45.434109,15.480
9071593,K02257.02,Kepler-1162 c,CONFIRMED,CANDIDATE,0.5140,0,0,0,0,59.284064000,6.9920000e-04,-6.9920000e-04,148.7540700,8.180000e-03,-8.180000e-03,0.556,0.384,-0.346,5.42000,0.31100,-0.31100,424.4,3.570e+01,-3.570e+01,1.81,0.13,-1.100e-01,401.0,,,6.14,1.39,-1.01,13.10,2,q1_q17_dr25_tce,5225.00,83.00,-73.00,4.505,0.054,-0.054,0.8590,0.0630,-0.0510,283.292140,45.434109,15.480
8126558,K02259.01,Kepler-1815 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,12.191404050,4.5070000e-05,-4.5070000e-05,136.3367700,3.120000e-03,-3.120000e-03,0.091,0.371,-0.091,1.88320,0.09830,-0.09830,665.8,4.070e+01,-4.070e+01,2.46,0.67,-4.100e-01,763.0,,,80.01,65.27,-30.82,19.40,1,q1_q17_dr25_tce,5516.00,166.00,-166.00,4.399,0.144,-0.176,0.9670,0.2610,-0.1610,300.170500,43.984970,15.364
11811193,K02260.01,Kepler-1163 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,6.117849720,2.7820000e-05,-2.7820000e-05,133.6187300,3.870000e-03,-3.870000e-03,0.391,0.061,-0.391,3.45800,0.11200,-0.11200,60.5,2.800e+00,-2.800e+00,1.05,0.19,-1.500e-01,1211.0,,,509.24,250.37,-169.70,25.80,1,q1_q17_dr25_tce,6226.00,112.00,-137.00,4.247,0.120,-0.120,1.3330,0.2380,-0.1950,290.235840,50.030090,12.168
3734418,K02261.01,Kepler-1164 b,CONFIRMED,CANDIDATE,0.9970,0,0,0,0,3.975996290,1.1370000e-05,-1.1370000e-05,133.6223800,2.270000e-03,-2.270000e-03,0.331,0.126,-0.331,2.20290,0.07320,-0.07320,206.0,8.700e+00,-8.700e+00,1.11,0.07,-6.000e-02,936.0,,,181.47,40.33,-30.76,27.30,1,q1_q17_dr25_tce,5143.00,102.00,-102.00,4.561,0.036,-0.050,0.7780,0.0490,-0.0400,287.529630,38.894508,14.110
8613535,K02263.01,Kepler-1165 c,CONFIRMED,CANDIDATE,0.9620,0,0,0,0,29.968591700,1.7410000e-04,-1.7410000e-04,147.8598000,4.130000e-03,-4.130000e-03,0.282,0.141,-0.282,6.67800,0.13400,-0.13400,309.5,1.220e+01,-1.220e+01,1.91,0.60,-2.000e-01,644.0,,,40.76,37.46,-12.36,26.50,1,q1_q17_dr25_tce,6249.00,174.00,-217.00,4.428,0.054,-0.202,1.0760,0.3350,-0.1120,286.971280,44.708302,14.456
8613535,K02263.02,Kepler-1165 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,9.478508180,5.2660000e-05,-5.2660000e-05,140.1652600,4.300000e-03,-4.300000e-03,0.112,0.343,-0.112,6.15400,0.13100,-0.13100,184.6,7.400e+00,-7.400e+00,1.47,0.45,-1.600e-01,946.0,,,189.14,173.87,-57.34,26.70,2,q1_q17_dr25_tce,6249.00,174.00,-217.00,4.428,0.054,-0.202,1.0760,0.3350,-0.1120,286.971280,44.708302,14.456
8613535,K02263.03,,CANDIDATE,CANDIDATE,0.5520,0,0,0,0,15.594375800,2.8460000e-04,-2.8460000e-04,140.3138000,1.440000e-02,-1.440000e-02,0.500,0.453,-0.297,7.36700,0.55200,-0.55200,95.4,9.000e+00,-9.000e+00,1.08,0.34,-1.100e-01,801.0,,,97.35,89.49,-29.51,11.90,4,q1_q17_dr25_tce,6249.00,174.00,-217.00,4.428,0.054,-0.202,1.0760,0.3350,-0.1120,286.971280,44.708302,14.456
12256520,K02264.01,Kepler-1166 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,33.240798500,2.7870000e-04,-2.7870000e-04,143.4668300,6.710000e-03,-6.710000e-03,0.231,0.208,-0.231,4.67500,0.21800,-0.21800,341.9,1.830e+01,-1.830e+01,1.51,0.16,-5.000e-02,486.0,,,13.17,4.04,-1.59,20.40,1,q1_q17_dr25_tce,5382.00,80.00,-80.00,4.571,0.015,-0.095,0.8270,0.0910,-0.0280,290.348510,50.902851,14.477
12256520,K02264.02,,CANDIDATE,CANDIDATE,0.9830,0,0,0,0,7.251019970,4.4840000e-05,-4.4840000e-05,138.1878000,5.040000e-03,-5.040000e-03,0.314,0.148,-0.314,2.79900,0.14200,-0.14200,122.8,1.150e+01,-1.150e+01,0.91,0.10,-3.000e-02,807.0,,,100.18,30.76,-12.11,12.20,2,q1_q17_dr25_tce,5382.00,80.00,-80.00,4.571,0.015,-0.095,0.8270,0.0910,-0.0280,290.348510,50.902851,14.477
10489345,K02266.01,Kepler-1167 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,1.003931703,2.6860000e-06,-2.6860000e-06,132.0998800,2.470000e-03,-2.470000e-03,0.023,0.435,-0.023,1.43610,0.06340,-0.06340,491.1,2.380e+01,-2.380e+01,1.60,0.16,-1.700e-01,1419.0,,,962.58,369.98,-297.90,25.20,1,q1_q17_dr25_tce,4949.00,176.00,-176.00,4.552,0.072,-0.048,0.7410,0.0720,-0.0790,298.302730,47.694031,15.942
10329469,K02271.01,Kepler-1168 b,CONFIRMED,CANDIDATE,0.9980,0,0,0,0,55.822477500,4.1000000e-04,-4.1000000e-04,169.0374100,5.450000e-03,-5.450000e-03,0.031,0.424,-0.031,5.45700,0.17000,-0.17000,879.6,4.260e+01,-4.260e+01,2.13,0.28,-1.900e-01,379.0,,,4.85,2.14,-1.23,23.70,1,q1_q17_dr25_tce,5162.00,153.00,-138.00,4.611,0.033,-0.083,0.7360,0.0970,-0.0650,287.297700,47.455441,15.624
9717943,K02273.01,Kepler-1169 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,6.110104390,4.6400000e-05,-4.6400000e-05,136.9121400,5.870000e-03,-5.870000e-03,0.284,0.175,-0.284,2.31400,0.18200,-0.18200,59.7,5.900e+00,-5.900e+00,0.93,0.15,-5.000e-02,1125.0,,,378.84,168.53,-70.64,11.80,1,q1_q17_dr25_tce,6213.00,112.00,-137.00,4.387,0.030,-0.113,1.1950,0.1910,-0.0680,294.911560,46.491459,12.716
7960980,K02274.01,Kepler-1170 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,9.989702660,4.1690000e-05,-4.1690000e-05,133.7610200,3.420000e-03,-3.420000e-03,0.005,0.447,-0.005,3.70000,0.10900,-0.10900,988.4,4.640e+01,-4.640e+01,2.48,0.42,-1.800e-01,705.0,,,58.26,33.11,-14.82,24.10,1,q1_q17_dr25_tce,5265.00,184.00,-184.00,4.580,0.030,-0.112,0.8100,0.1370,-0.0590,292.168580,43.779671,15.909
3458028,K02276.01,Kepler-1171 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,1.442592305,4.8740000e-06,-4.8740000e-06,134.0718800,2.780000e-03,-2.780000e-03,0.207,0.248,-0.207,2.96980,0.08580,-0.08580,166.0,7.100e+00,-7.100e+00,2.67,0.67,-9.100e-01,2700.0,,,12557.23,9301.91,-7901.93,27.10,1,q1_q17_dr25_tce,7216.00,203.00,-279.00,3.983,0.280,-0.151,2.0430,0.5070,-0.6970,294.958920,38.591572,11.558
3342794,K02278.01,Kepler-376 c,CONFIRMED,CANDIDATE,0.9970,0,0,0,0,14.172228580,5.5550000e-05,-5.5550000e-05,142.6013400,3.200000e-03,-3.200000e-03,0.869,0.048,-0.620,2.62970,0.08300,-0.08300,246.8,1.100e+01,-1.100e+01,2.39,0.38,-4.600e-01,873.0,,,137.33,60.78,-55.22,24.50,1,q1_q17_dr25_tce,5845.00,105.00,-117.00,4.200,0.176,-0.108,1.3140,0.2090,-0.2560,291.607180,38.410389,13.776
3342794,K02278.02,Kepler-376 b,CONFIRMED,CANDIDATE,0.9910,0,0,0,0,4.920310630,3.0820000e-05,-3.0820000e-05,135.4057700,5.100000e-03,-5.100000e-03,0.242,0.204,-0.242,4.04600,0.13100,-0.13100,81.0,5.200e+00,-5.200e+00,1.18,0.19,-2.300e-01,1242.0,,,562.99,249.17,-226.36,17.70,2,q1_q17_dr25_tce,5845.00,105.00,-117.00,4.200,0.176,-0.108,1.3140,0.2090,-0.2560,291.607180,38.410389,13.776
3661886,K02279.01,Kepler-377 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,27.014262200,1.4970000e-04,-1.4970000e-04,132.5224500,4.870000e-03,-4.870000e-03,0.009,0.443,-0.009,5.38500,0.12600,-0.12600,287.6,1.210e+01,-1.210e+01,2.00,0.31,-2.800e-01,677.0,,,49.65,21.43,-15.73,25.50,1,q1_q17_dr25_tce,5949.00,107.00,-119.00,4.303,0.120,-0.108,1.1840,0.1830,-0.1650,295.422000,38.735691,13.860
3661886,K02279.02,Kepler-377 b,CONFIRMED,CANDIDATE,0.9980,0,0,0,0,12.509457980,7.4690000e-05,-7.4690000e-05,136.9921700,4.600000e-03,-4.600000e-03,0.626,0.335,-0.420,3.47900,0.14500,-0.14500,155.3,1.080e+01,-1.080e+01,1.54,0.24,-2.100e-01,875.0,,,138.54,59.79,-43.89,16.00,2,q1_q17_dr25_tce,5949.00,107.00,-119.00,4.303,0.120,-0.108,1.1840,0.1830,-0.1650,295.422000,38.735691,13.860
2439243,K02280.01,Kepler-1172 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,26.020332900,1.8690000e-04,-1.8690000e-04,154.5286000,6.240000e-03,-6.240000e-03,0.704,0.054,-0.494,4.96500,0.14700,-0.14700,1164.4,5.570e+01,-5.570e+01,4.53,0.71,-8.700e-01,675.0,,,49.09,20.71,-18.78,23.70,1,q1_q17_dr25_tce,5624.00,84.00,-75.00,4.218,0.188,-0.101,1.2440,0.1960,-0.2400,290.474520,37.766602,15.889
9221517,K02281.01,Kepler-1173 b,CONFIRMED,CANDIDATE,0.9950,0,0,0,0,0.769854899,1.2430000e-06,-1.2430000e-06,132.5194400,1.260000e-03,-1.260000e-03,0.705,0.240,-0.494,1.02430,0.04490,-0.04490,109.6,4.900e+00,-4.900e+00,0.93,0.12,-7.000e-02,1650.0,,,1756.80,768.41,-413.59,28.70,1,q1_q17_dr25_tce,5173.00,155.00,-139.00,4.550,0.039,-0.091,0.8220,0.1070,-0.0630,293.131100,45.663551,13.829
6751874,K02282.01,Kepler-1174 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,6.892263330,2.6260000e-05,-2.6260000e-05,132.4644000,2.830000e-03,-2.830000e-03,0.061,0.387,-0.061,2.49210,0.09970,-0.09970,214.4,1.110e+01,-1.110e+01,2.13,0.34,-4.200e-01,1156.0,,,422.14,176.38,-162.47,22.40,1,q1_q17_dr25_tce,5862.00,79.00,-79.00,4.148,0.176,-0.095,1.4630,0.2330,-0.2840,281.831450,42.298908,14.207
9945370,K02285.01,Kepler-1175 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,37.945613800,2.1070000e-04,-2.1070000e-04,134.7833100,4.590000e-03,-4.590000e-03,0.263,0.190,-0.263,4.09300,0.12700,-0.12700,1032.9,4.930e+01,-4.930e+01,2.79,0.84,-2.300e-01,515.0,,,16.61,14.79,-4.17,24.00,1,q1_q17_dr25_tce,5861.00,157.00,-174.00,4.546,0.037,-0.200,0.8650,0.2630,-0.0700,289.142700,46.812889,15.939
8973129,K02286.01,Kepler-1176 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,24.173824400,1.2430000e-04,-1.2430000e-04,135.6247100,4.450000e-03,-4.450000e-03,0.251,0.209,-0.251,3.05600,0.11700,-0.11700,532.6,2.870e+01,-2.870e+01,2.21,0.26,-1.900e-01,595.0,,,29.69,9.50,-6.38,21.50,1,q1_q17_dr25_tce,5468.00,73.00,-82.00,4.427,0.090,-0.090,0.9680,0.1150,-0.0840,297.919740,45.274158,15.056
9718066,K02287.01,Kepler-378 b,CONFIRMED,CANDIDATE,0.1990,0,0,0,0,16.092275180,6.1650000e-05,-6.1650000e-05,142.5165900,3.310000e-03,-3.310000e-03,0.932,0.027,-0.654,2.10720,0.09500,-0.09500,128.5,8.000e+00,-8.000e+00,0.98,0.09,-2.000e-02,503.0,,,15.15,4.04,-1.88,18.10,1,q1_q17_dr25_tce,4657.00,93.00,-93.00,4.641,0.012,-0.048,0.6700,0.0550,-0.0170,294.948580,46.438641,12.485
9718066,K02287.02,Kepler-378 c,CONFIRMED,CANDIDATE,0.0800,0,0,0,0,28.906052600,2.3300000e-04,-2.3300000e-04,158.8243100,6.130000e-03,-6.130000e-03,0.863,0.027,-0.591,3.09900,0.19800,-0.19800,99.0,8.300e+00,-8.300e+00,0.79,0.06,-2.000e-02,414.0,,,6.94,1.86,-0.86,13.30,2,q1_q17_dr25_tce,4657.00,93.00,-93.00,4.641,0.012,-0.048,0.6700,0.0550,-0.0170,294.948580,46.438641,12.485
3440978,K02288.01,,CANDIDATE,CANDIDATE,0.9970,0,0,0,0,38.103908000,2.2550000e-04,-2.2550000e-04,161.0864700,4.760000e-03,-4.760000e-03,0.987,68.560,-0.005,3.83700,0.22300,-0.22300,961.1,5.610e+01,-5.610e+01,4.08,0.51,-5.100e-01,456.0,,,10.22,4.33,-3.29,20.30,1,q1_q17_dr25_tce,5250.00,158.00,-158.00,4.522,0.088,-0.072,0.7710,0.0960,-0.0960,290.703000,38.567032,15.469
3867615,K02289.01,Kepler-379 c,CONFIRMED,CANDIDATE,0.9440,0,0,0,0,62.784398100,4.2310000e-04,-4.2310000e-04,157.3069800,4.530000e-03,-4.530000e-03,0.272,0.171,-0.272,4.81000,0.14300,-0.14300,325.0,1.640e+01,-1.640e+01,2.28,0.39,-3.200e-01,530.0,,,18.70,9.11,-6.06,21.10,1,q1_q17_dr25_tce,6053.00,121.00,-133.00,4.279,0.120,-0.120,1.2600,0.2170,-0.1770,295.701110,38.945831,13.358
3867615,K02289.02,Kepler-379 b,CONFIRMED,CANDIDATE,0.9270,0,0,0,0,20.098367600,1.2380000e-04,-1.2380000e-04,207.5775700,4.800000e-03,-4.800000e-03,0.020,0.414,-0.020,5.20700,0.14400,-0.14400,157.8,8.800e+00,-8.800e+00,1.58,0.27,-2.200e-01,775.0,,,85.34,41.59,-27.65,20.90,2,q1_q17_dr25_tce,6053.00,121.00,-133.00,4.279,0.120,-0.120,1.2600,0.2170,-0.1770,295.701110,38.945831,13.358
12121570,K02290.01,Kepler-1816 b,CONFIRMED,CANDIDATE,0.9700,0,0,0,0,91.500873000,5.2310000e-04,-5.2310000e-04,165.6730900,4.930000e-03,-4.930000e-03,0.032,0.405,-0.032,4.84200,0.12600,-0.12600,704.8,3.580e+01,-3.580e+01,1.82,0.13,-7.000e-02,310.0,,,2.18,0.53,-0.32,22.60,1,q1_q17_dr25_tce,5051.00,111.00,-90.00,4.628,0.017,-0.052,0.7060,0.0470,-0.0300,296.851010,50.698929,14.447
8410415,K02291.01,Kepler-1817 b,CONFIRMED,CANDIDATE,0.9850,0,0,0,0,44.299348300,2.6640000e-04,-2.6640000e-04,141.2819400,4.970000e-03,-4.970000e-03,0.614,0.346,-0.389,4.29800,0.14600,-0.14600,797.9,3.870e+01,-3.870e+01,2.68,0.22,-2.100e-01,463.0,,,10.85,2.66,-2.18,23.20,1,q1_q17_dr25_tce,5316.00,85.00,-74.00,4.459,0.077,-0.063,0.9150,0.0740,-0.0740,282.033290,44.478008,15.115
8321314,K02293.01,Kepler-1683 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,15.033664110,6.4230000e-05,-6.4230000e-05,144.9805500,3.490000e-03,-3.490000e-03,0.010,0.427,-0.010,3.27200,0.10300,-0.10300,374.9,1.990e+01,-1.990e+01,1.70,0.21,-8.000e-02,669.0,,,47.32,15.67,-6.57,22.20,1,q1_q17_dr25_tce,5523.00,74.00,-82.00,4.526,0.026,-0.111,0.8910,0.1100,-0.0390,298.450130,44.284012,14.837
6934986,K02294.01,,CANDIDATE,CANDIDATE,0.9700,0,0,0,0,131.485184000,1.4330000e-03,-1.4330000e-03,177.4874900,5.750000e-03,-5.750000e-03,0.578,0.050,-0.454,5.29400,0.24500,-0.24500,557.8,3.370e+01,-3.370e+01,3.03,0.52,-5.100e-01,400.0,,,6.08,2.83,-2.21,19.40,1,q1_q17_dr25_tce,5765.00,105.00,-116.00,4.236,0.162,-0.108,1.2420,0.2090,-0.2090,287.153200,42.421612,14.895
4049901,K02295.01,,CANDIDATE,CANDIDATE,0.9610,0,0,0,0,16.290852700,1.4070000e-04,-1.4070000e-04,132.1177400,5.930000e-03,-5.930000e-03,0.105,0.353,-0.105,3.17600,0.18800,-0.18800,44.1,3.600e+00,-3.600e+00,0.52,0.05,-3.000e-02,622.0,,,35.48,10.27,-6.33,14.50,1,q1_q17_dr25_tce,5425.00,108.00,-108.00,4.549,0.039,-0.072,0.7970,0.0730,-0.0450,289.545140,39.164429,11.671
11498128,K02296.01,Kepler-1177 b,CONFIRMED,CANDIDATE,0.9900,0,0,0,0,106.247882000,1.9040000e-03,-1.9040000e-03,135.7435000,1.250000e-02,-1.250000e-02,0.586,0.001,-0.489,13.78000,0.37400,-0.37400,397.4,1.870e+01,-1.870e+01,2.01,0.27,-1.900e-01,377.0,,,4.75,1.87,-1.14,24.00,1,q1_q17_dr25_tce,5679.00,101.00,-112.00,4.435,0.076,-0.104,0.9720,0.1350,-0.0900,286.671450,49.406288,14.552
5342473,K02297.01,Kepler-1818 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,4.644951720,2.5680000e-05,-2.5680000e-05,136.0209500,5.210000e-03,-5.210000e-03,0.301,0.147,-0.301,3.36600,0.12300,-0.12300,147.4,8.600e+00,-8.600e+00,1.38,0.41,-2.200e-01,1209.0,,,504.23,453.09,-189.86,19.80,1,q1_q17_dr25_tce,6047.00,180.00,-180.00,4.343,0.128,-0.192,1.1290,0.3380,-0.1820,284.328520,40.568909,14.338
9334893,K02298.01,,CANDIDATE,CANDIDATE,0.9000,0,0,0,0,16.667141500,1.2530000e-04,-1.2530000e-04,141.7655100,6.340000e-03,-6.340000e-03,0.444,0.042,-0.422,3.52600,0.19700,-0.19700,175.0,1.100e+01,-1.100e+01,0.70,0.04,-4.000e-02,469.0,,,11.47,2.87,-2.52,17.90,1,q1_q17_dr25_tce,4729.00,143.00,-143.00,4.726,0.045,-0.024,0.5250,0.0280,-0.0320,288.456050,45.802120,13.831
9334893,K02298.02,Kepler-1178 b,CONFIRMED,CANDIDATE,0.9890,0,0,0,0,31.805512800,6.0150000e-04,-6.0150000e-04,150.6791000,1.490000e-02,-1.490000e-02,0.476,0.498,-0.275,3.97900,0.31200,-0.31200,141.7,1.410e+01,-1.410e+01,0.63,0.04,-4.000e-02,378.0,,,4.84,1.21,-1.06,10.90,2,q1_q17_dr25_tce,4729.00,143.00,-143.00,4.726,0.045,-0.024,0.5250,0.0280,-0.0320,288.456050,45.802120,13.831
9334893,K02298.03,,CANDIDATE,CANDIDATE,0.4250,0,0,0,0,2.472408690,1.8860000e-05,-1.8860000e-05,132.4408400,5.840000e-03,-5.840000e-03,0.319,0.137,-0.319,1.87000,0.17300,-0.17300,47.5,6.000e+00,-6.000e+00,0.36,0.02,-2.000e-02,887.0,,,145.69,36.41,-32.07,9.00,4,q1_q17_dr25_tce,4729.00,143.00,-143.00,4.726,0.045,-0.024,0.5250,0.0280,-0.0320,288.456050,45.802120,13.831
9963265,K02299.01,Kepler-1819 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,16.486867120,3.6100000e-05,-3.6100000e-05,139.2033800,1.690000e-03,-1.690000e-03,1.198,70.490,-0.479,1.43100,0.11000,-0.11000,987.9,5.800e+01,-5.800e+01,27.45,7.49,-3.200e+00,760.0,,,78.99,63.75,-26.23,22.10,1,q1_q17_dr25_tce,6090.00,169.00,-232.00,4.447,0.060,-0.192,1.0710,0.2920,-0.1250,296.560060,46.857479,15.315
10583761,K02300.01,Kepler-1179 b,CONFIRMED,CANDIDATE,0.9920,0,0,0,0,2.685054445,4.5080000e-06,-4.5080000e-06,132.6044300,1.380000e-03,-1.380000e-03,0.762,0.188,-0.519,1.04730,0.04820,-0.04820,252.7,1.100e+01,-1.100e+01,1.46,0.26,-1.800e-01,1137.0,,,395.08,225.07,-121.21,28.90,1,q1_q17_dr25_tce,5266.00,158.00,-142.00,4.484,0.112,-0.182,0.8290,0.1500,-0.1000,284.097630,47.810638,14.077
